"","index","Unnamed: 0","abv","ibu","id","name","style","brewery_id","ounces"
"613",612,612,0.052,NA,1243,"Tropical Heatwave","American Pale Wheat Ale",141,16
"614",613,613,0.075,70,1142,"Humidor Series India Pale Ale","American IPA",141,12
"615",614,614,0.075,70,1141,"Jai Alai IPA Aged on White Oak","American IPA",141,12
"616",615,615,0.08,65,1140,"José Martí American Porter","American Porter",141,12
"617",616,616,0.05,NA,1139,"Invasion Pale Ale","American Pale Ale (APA)",141,12
"618",617,617,0.055,25,1138,"Maduro Brown Ale","English Brown Ale",141,12
"619",618,618,0.055,25,571,"Maduro Brown Ale","American Brown Ale",141,12
"620",619,619,0.05,NA,570,"Hotter Than Helles Lager","Munich Helles Lager",141,12
"621",620,620,0.072,75,569,"Tocobaga Red Ale","American Amber / Red Ale",141,12
"622",621,621,0.075,70,546,"Jai Alai IPA","American IPA",141,12
"623",622,622,0.05,18,545,"Florida Cracker Belgian Wit","Witbier",141,12
"624",623,623,0.048,NA,2338,"Shark Tracker Light lager","Light Lager",145,12
"625",624,624,0.06,NA,1365,"Pumple Drumkin","Pumpkin Ale",145,12
"626",625,625,0.045,NA,1094,"Grey Lady","Witbier",145,12
"627",626,626,0.062,NA,657,"Summer of Lager","Munich Helles Lager",145,12
"628",627,627,0.065,NA,656,"Indie Pale Ale","American IPA",145,12
"629",628,628,0.038,NA,359,"Sankaty Light Lager","Light Lager",145,12
"630",629,629,0.056,NA,56,"Whale's Tale Pale Ale","English Pale Ale",145,12
"631",630,630,0.067,60,1772,"Jacaranada Rye IPA","American IPA",320,16
"632",631,631,0.06,75,1393,"Cascadian Dark Ale","American Black Ale",418,12
"633",632,632,0.044,13,893,"Wheat the People","American Pale Wheat Ale",418,16
"634",633,633,0.047,17,1407,"Tybee Island Blonde","American Blonde Ale",415,12
"635",634,634,0.062,55,1406,"Savannah Brown Ale","American Brown Ale",415,12
"636",635,635,0.046,11,2438,"Rhode Island Blueberry","Kölsch",101,12
"637",636,636,0.065,75,2437,"Newport Storm IPA","American IPA",101,12
"638",637,637,0.052,24,751,"Hurricane Amber Ale (2004)","American Amber / Red Ale",101,12
"639",638,638,0.052,24,120,"Hurricane Amber Ale","American Amber / Red Ale",101,12
"640",639,639,0.058,NA,2061,"Big Blue Van","Fruit / Vegetable Beer",232,16
"641",640,640,0.068,75,970,"Des Moines IPA","American IPA",482,16
"642",641,641,0.048,22,969,"Capital Gold Golden Lager","German Pilsener",482,16
"643",642,642,0.056,21,968,"Farmer John's Multi-Grain Ale","American Blonde Ale",482,16
"644",643,643,0.05,NA,2351,"Behemoth","American Pilsner",139,12
"645",644,644,0.052,NA,1650,"Arkansas Red","American Amber / Red Ale",139,12
"646",645,645,0.057,NA,1337,"Core Oatmeal Stout","Oatmeal Stout",139,12
"647",646,646,0.061,NA,1336,"Core ESB","Extra Special / Strong Bitter (ESB)",139,12
"648",647,647,0.038,NA,737,"Chester's Beer (2005)","American Pale Lager",512,12
"649",648,648,0.05,NA,129,"Heiner Brau Kölsch","Kölsch",553,12
"650",649,649,0.048,NA,716,"Trigger Blonde Ale","American Blonde Ale",515,16
"651",650,650,0.075,29,659,"Crabtree Oatmeal Stout","Oatmeal Stout",515,16
"652",651,651,0.077,71,556,"Eclipse Black IPA","American Black Ale",515,16
"653",652,652,0.06,46,2538,"Neomexicanus Native","American Pale Ale (APA)",63,12
"654",653,653,0.075,25,2355,"Old Soul","Belgian Strong Pale Ale",63,12
"655",654,654,0.059,NA,1689,"Snowcat Coffee Stout","American Stout",63,12
"656",655,655,NA,NA,1163,"WinterWonderGrass Festival Ale","American Amber / Red Ale",63,12
"657",656,656,NA,NA,940,"Boohai Red Ale","American Amber / Red Ale",63,12
"658",657,657,0.052,15,685,"Lava Lake Wit","Witbier",63,12
"659",658,658,0.06,NA,613,"Mountain Livin' Pale Ale","American Pale Ale (APA)",63,12
"660",659,659,0.052,25,356,"Crazy Mountain Amber Ale","American Amber / Red Ale",63,12
"661",660,660,0.065,65,2029,"Tropicalia","American IPA",247,12
"662",661,661,0.045,NA,2028,"Athena","Berliner Weissbier",247,12
"663",662,662,0.049,25,2293,"Aviator Raspberry Blonde","American Blonde Ale",169,12
"664",663,663,0.055,NA,1105,"3 Picket Porter","American Porter",169,12
"665",664,664,0.056,NA,1104,"Rusty Nail Pale Ale","American Pale Ale (APA)",169,12
"666",665,665,0.065,NA,2145,"Red Water Irish Style Red","American Amber / Red Ale",212,12
"667",666,666,0.066,NA,1804,"Mjöllnir","Herbed / Spiced Beer",212,12
"668",667,667,0.055,NA,1602,"Bear Butte Nut Brown Ale","American Brown Ale",212,12
"669",668,668,0.045,NA,1301,"Easy Livin' Summer Ale","American Blonde Ale",212,12
"670",669,669,0.055,NA,542,"Canyon Cream Ale","Cream Ale",212,12
"671",670,670,0.069,NA,272,"Pile O'Dirt Porter","American Porter",212,12
"672",671,671,0.06,NA,271,"11th Hour IPA","American IPA",212,12
"673",672,672,0.06,31,1057,"South Ridge Amber Ale","American Amber / Red Ale",472,16
"674",673,673,0.052,23,681,"Summertime Ale","Kölsch",472,16
"675",674,674,0.049,NA,1789,"Lost River Blonde Ale","American Blonde Ale",315,16
"676",675,675,0.054,NA,1788,"Monon Wheat","Witbier",315,16
"677",676,676,0.08,NA,1787,"Floyd's Folly","Scottish Ale",315,16
"678",677,677,0.063,NA,1786,"Half Court IPA","American IPA",315,16
"679",678,678,0.045,NA,1763,"Geary's Pale Ale","English Pale Ale",323,12
"680",679,679,0.06,NA,1311,"Geary's Summer Ale","Kölsch",323,12
"681",680,680,0.08,NA,2078,"Stone of Arbroath","Scotch Ale / Wee Heavy",227,12
"682",681,681,0.05,15,1809,"The Tradition","American Blonde Ale",227,12
"683",682,682,0.053,11,1263,"El Hefe Speaks","Hefeweizen",227,12
"684",683,683,0.055,NA,1092,"Penn Quarter Porter","American Porter",227,12
"685",684,684,0.092,115,851,"On the Wings of Armageddon","American Double / Imperial IPA",227,12
"686",685,685,0.065,80,186,"The Corruption","American IPA",227,12
"687",686,686,0.07,NA,185,"The Citizen","Belgian Pale Ale",227,12
"688",687,687,0.06,NA,184,"The Public","American Pale Ale (APA)",227,12
"689",688,688,0.065,NA,1224,"Dank IPA","American IPA",451,16
"690",689,689,0.065,NA,964,"Dank IPA (2012)","American IPA",451,16
"691",690,690,0.072,NA,1623,"Lift Off IPA","American IPA",358,16
"692",691,691,0.055,NA,110,"BrewFarm Select Golden Lager","American Pale Lager",554,12
"693",692,692,0.05,NA,1735,"Sprocket Blonde Ale (2006)","American Blonde Ale",333,12
"694",693,693,0.05,NA,1734,"Sprocket Pale Ale (2006)","American Pale Ale (APA)",333,12
"695",694,694,0.063,37,1746,"Dead Armadillo Amber Ale","American Amber / Red Ale",330,12
"696",695,695,0.06,NA,2371,"Neato Bandito","Euro Pale Lager",127,12
"697",696,696,0.075,33,2251,"Oak Cliff Coffee Ale","American Brown Ale",127,12
"698",697,697,0.085,100,2166,"Dream Crusher Double IPA","American Double / Imperial IPA",127,12
"699",698,698,0.06,NA,1827,"Deep Ellum Pale Ale","American Pale Ale (APA)",127,12
"700",699,699,0.07,NA,1203,"Double Brown Stout","Baltic Porter",127,12
"701",700,700,0.048,25,1202,"Farmhouse Wit","Saison / Farmhouse Ale",127,16
"702",701,701,0.046,NA,1161,"Rye Pils Session Lager","German Pilsener",127,12
"703",702,702,0.052,23,946,"Dallas Blonde","American Blonde Ale",127,12
"704",703,703,0.07,70,943,"Deep Ellum IPA","American IPA",127,12
"705",704,704,0.045,44,1886,"Thrasher Session India Pale Ale","American IPA",283,12
"706",705,705,0.05,16,1885,"Gutch English Style Mild Ale","English Pale Mild Ale",283,12
"707",706,706,0.059,55,1213,"Chuli Stout","Irish Dry Stout",453,12
"708",707,707,0.056,46,1159,"Mother Ale","American Blonde Ale",453,12
"709",708,708,0.065,71,947,"Twister Creek India Pale Ale","American IPA",453,12
"710",709,709,0.058,46,929,"Single Engine Red","Irish Red Ale",453,12
"711",710,710,0.07,NA,1944,"Incredible Pedal IPA","American IPA",263,12
"712",711,711,0.05,NA,1943,"Graham Cracker Porter","American Porter",263,12
"713",712,712,0.05,40,1210,"Mirror Pond Pale Ale","American Pale Ale (APA)",454,12
"714",713,713,0.052,16,2550,"Weissenheimer","Hefeweizen",57,12
"715",714,714,0.049,22,2505,"Abbey's Single (2015- )","Abbey Single Ale",57,12
"716",715,715,0.063,76,2025,"Vertex IPA","American IPA",57,12
"717",716,716,0.05,12,2021,"Here Gose Nothin'","Gose",57,12
"718",717,717,0.05,NA,2015,"Strawberry Blonde","Fruit / Vegetable Beer",57,12
"719",718,718,0.096,85,1888,"Hoperation Overload","American Double / Imperial IPA",57,12
"720",719,719,0.049,22,1887,"Abbey's Single Ale (Current)","Abbey Single Ale",57,12
"721",720,720,0.044,45,2051,"Bravo Four Point","American Pale Ale (APA)",237,12
"722",721,721,0.052,26,1201,"Striped Bass Pale Ale","American Pale Ale (APA)",237,12
"723",722,722,0.054,27,924,"Deadicated Amber","American Amber / Red Ale",491,16
"724",723,723,NA,NA,731,"Kaleidoscope Collaboration 2012","American Black Ale",491,16
"725",724,724,0.071,85,730,"California Sunshine Rye IPA","American IPA",491,16
"726",725,725,0.074,12,647,"Full Boar Scotch Ale","Scotch Ale / Wee Heavy",491,16
"727",726,726,0.045,NA,1773,"12 Man Pale Ale","American Pale Ale (APA)",319,12
"728",727,727,0.065,72,1795,"Filthy Hoppin' IPA","American IPA",311,16
"729",728,728,NA,NA,944,"Dock Street Amber Beer (1992)","American Amber / Red Ale",488,12
"730",729,729,NA,NA,524,"Dolores River Hefeweizen","Hefeweizen",531,16
"731",730,730,NA,NA,450,"Dolores River ESB","Extra Special / Strong Bitter (ESB)",531,16
"732",731,731,NA,NA,449,"Snaggletooth Double Pale Ale","American Double / Imperial IPA",531,16
"733",732,732,NA,NA,448,"Dolores River Pale Ale","American Pale Ale (APA)",531,16
"734",733,733,NA,NA,447,"Dolores River Dry Stout","Irish Dry Stout",531,16
"735",734,734,NA,NA,446,"Dolores River Mild","English Dark Mild Ale",531,16
"736",735,735,0.049,NA,1246,"Cranberry Blend","Cider",446,12
"737",736,736,0.051,NA,977,"Orignal Blend","Cider",446,12
"738",737,737,0.066,100,881,"Hop Abomination","American IPA",496,12
"739",738,738,0.051,17,880,"Apricot Blonde","Fruit / Vegetable Beer",496,12
"740",739,739,0.043,12,872,"Dry Dock Hefeweizen","Hefeweizen",496,12
"741",740,740,0.058,49,871,"Dry Dock Amber Ale","American Amber / Red Ale",496,12
"742",741,741,0.061,64,1685,"Category 3 IPA","American IPA",340,12
"743",742,742,0.045,18,457,"Dundee Summer Wheat Beer","American Pale Wheat Ale",538,12
"744",743,743,0.05,NA,1590,"Pumpkin Patch Ale","Pumpkin Ale",369,16
"745",744,744,0.078,74,1382,"Crank Yanker IPA","American IPA",369,16
"746",745,745,0.06,NA,1110,"River Runners Pale Ale","American Pale Ale (APA)",369,16
"747",746,746,0.05,NA,1014,"Pumpkin Patch Ale (2012)","Pumpkin Ale",369,16
"748",747,747,0.055,NA,911,"Mountain Fairy Raspberry Wheat","Fruit / Vegetable Beer",369,16
"749",748,748,0.045,NA,680,"Boater Beer","German Pilsener",369,16
"750",749,749,0.078,74,395,"Crank Yanker IPA (2011)","American IPA",369,16
"751",750,750,0.057,NA,1642,"Bleeding Buckeye Red Ale","Extra Special / Strong Bitter (ESB)",352,16
"752",751,751,0.049,25,673,"Dottie Seattle Lager","American Amber / Red Lager",516,16
"753",752,752,0.07,NA,1107,"Nut Sack Imperial Brown Ale","American Brown Ale",465,12
"754",753,753,0.05,NA,1039,"Underachiever","American Adjunct Lager",473,16
"755",754,754,0.052,NA,2477,"Lil' Brainless Raspberries","Fruit / Vegetable Beer",81,12
"756",755,755,0.052,NA,2008,"Element 29","American Pale Ale (APA)",81,12
"757",756,756,0.05,NA,2004,"Hop Syndrome","American Pale Lager",81,12
"758",757,757,0.062,NA,2003,"Escape to Colorado","American IPA",81,12
"759",758,758,0.043,60,2292,"Little Sister India Style Session Ale","American IPA",170,12
"760",759,759,0.062,80,1504,"Country Boy IPA","American IPA",170,12
"761",760,760,0.049,23,2604,"Blonde Czich","American Blonde Ale",26,16
"762",761,761,0.07,61,2432,"White Reaper","Belgian IPA",26,16
"763",762,762,0.051,NA,2431,"Bobblehead","American Pale Wheat Ale",26,16
"764",763,763,0.052,NA,2430,"Lucky Dog","American Pale Ale (APA)",26,16
"765",764,764,0.048,NA,2429,"Voodoo","American Porter",26,16
"766",765,765,0.054,48,1967,"General George Patton Pilsner","Czech Pilsener",26,16
"767",766,766,0.04,NA,2283,"Nomader Weiss","Berliner Weissbier",173,12
"768",767,767,0.085,NA,2248,"Molotov Lite","American Double / Imperial IPA",173,16
"769",768,768,0.055,NA,1287,"Hipster Ale (Two Roads Brewing)","American Pale Ale (APA)",173,12
"770",769,769,0.027,NA,1286,"Bikini Beer","American IPA",173,12
"771",770,770,0.055,NA,640,"Hipster Ale (Westbrook Brewing)","American Pale Ale (APA)",173,12
"772",771,771,0.05,32,1722,"Iron Horse Pale Ale","American Pale Ale (APA)",335,12
"773",772,772,0.045,19,1435,"Stone's Throw IPA","Scottish Ale",335,12
"774",773,773,0.067,70,1434,"Wood Chipper India Pale Ale","American IPA",335,12
"775",774,774,0.063,55,2089,"Trail Head","American Pale Ale (APA)",224,12
"776",775,775,0.07,80,2088,"Hop Stalker Fresh Hop IPA","American IPA",224,16
"777",776,776,0.07,58,1455,"Sudice American Stout","American Stout",405,16
"778",777,777,0.05,20,1454,"Parcae Belgian Style Pale Ale","Belgian Pale Ale",405,16
"779",778,778,0.05,20,1453,"Norns Roggenbier","Roggenbier",405,16
"780",779,779,0.05,20,1452,"Laimas Kölsch Style Ale","Kölsch",405,16
"781",780,780,0.07,70,1451,"Moirai India Pale Ale","American IPA",405,16
"782",781,781,0.075,53,2191,"Loki Red Ale","American Amber / Red Ale",201,16
"783",782,782,0.046,NA,1731,"Peaches & Cream","Fruit / Vegetable Beer",201,16
"784",783,783,0.051,NA,1022,"Quaff India Style Session Ale","American IPA",201,16
"785",784,784,0.075,53,895,"Loki Red Ale (2013)","American Amber / Red Ale",201,16
"786",785,785,0.069,NA,682,"Mjolnir Imperial IPA","American Double / Imperial IPA",201,16
"787",786,786,0.05,NA,112,"Fearless Scottish Ale","Scottish Ale",201,16
"788",787,787,0.081,NA,2289,"Mastermind","American Double / Imperial IPA",172,12
"789",788,788,0.082,NA,2027,"Hyzer Flip","American Double / Imperial IPA",172,16
"790",789,789,0.082,80,1929,"Second Fiddle","American Double / Imperial IPA",172,16
"791",790,790,0.055,30,1858,"Hodad Porter","American Porter",172,16
"792",791,791,0.045,NA,2591,"Weiss Weiss Baby","Kristalweizen",36,12
"793",792,792,0.055,45,2590,"Czech Yo Self","Czech Pilsener",36,12
"794",793,793,0.048,20,1968,"FMB 101","Kölsch",36,12
"795",794,794,0.09,NA,1981,"Hardcore Chimera","American Double / Imperial IPA",256,16
"796",795,795,0.08,80,1664,"Sobek & Set","American Black Ale",256,16
"797",796,796,0.086,NA,1663,"Nuclear Winter","Belgian Strong Dark Ale",256,16
"798",797,797,0.05,22,1662,"Wet Hot American Wheat Ale","American Pale Wheat Ale",256,16
"799",798,798,0.053,NA,941,"Secret Stache Stout","American Stout",256,16
"800",799,799,0.08,72,935,"Fascist Pig Ale","American Amber / Red Ale",256,16
"801",800,800,0.055,NA,809,"Cut Throat Pale Ale","American Pale Ale (APA)",256,16
"802",801,801,0.075,NA,481,"Threadless IPA","American IPA",256,16
"803",802,802,0.055,NA,351,"Cut Throat Pale Ale (2011)","American Pale Ale (APA)",256,16
"804",803,803,0.047,NA,350,"Golden Wing Blonde Ale","American Blonde Ale",256,16
"805",804,804,0.045,47,2569,"Easy Jack","American IPA",48,12
"806",805,805,0.075,75,2463,"Union Jack","American IPA",48,12
"807",806,806,0.053,NA,2462,"Pivo Pils","German Pilsener",48,12
"808",807,807,0.047,NA,1957,"805 Blonde Ale","American Blonde Ale",48,12
"809",808,808,0.047,20,1733,"805","American Blonde Ale",48,12
"810",809,809,0.065,NA,2624,"Deflator","Doppelbock",16,16
"811",810,810,0.05,27,2284,"Hinchtown Hammer Down","American Blonde Ale",16,16
"812",811,811,0.06,104,1610,"Half Cycle IPA","American IPA",16,16
"813",812,812,NA,NA,520,"Inclined Plane Ale","American IPA",532,12
"814",813,813,0.055,NA,2554,"Moped Traveler","American Pale Ale (APA)",54,16
"815",814,814,0.071,60,608,"Snake Dog IPA","American IPA",521,12
"816",815,815,0.047,28,607,"Underdog Atlantic Lager","American Pale Lager",521,12
"817",816,816,0.04,NA,2567,"Flying Mouse 8","American Porter",50,12
"818",817,817,0.07,70,2566,"Flying Mouse 4","American IPA",50,12
"819",818,818,0.078,NA,1899,"La Ferme Urbaine Farmhouse Ale","Saison / Farmhouse Ale",279,12
"820",819,819,0.06,NA,983,"Backyahd IPA","American IPA",279,12
"821",820,820,0.065,NA,982,"Raincloud Robust Porter","American Porter",279,12
"822",821,821,0.045,NA,981,"Barstool American Golden Ale","American Blonde Ale",279,12
"823",822,822,0.05,18,2111,"What the Butler Saw","Witbier",217,12
"824",823,823,0.069,65,2110,"1916 Shore Shiver","American IPA",217,12
"825",824,824,0.052,NA,2172,"Quick WIT","Belgian Pale Ale",206,12
"826",825,825,0.062,NA,2171,"The Optimist","American IPA",206,12
"827",826,826,0.045,NA,1911,"Suicide Squeeze IPA","American IPA",206,16
"828",827,827,0.065,NA,1803,"Java the Hop","American IPA",206,16
"829",828,828,0.062,NA,1566,"Next Adventure Black IPA","American Black Ale",206,16
"830",829,829,0.067,NA,1515,"3-Way IPA (2013)","American IPA",206,16
"831",830,830,0.058,NA,1214,"Tender Loving Empire NWPA","American Pale Ale (APA)",206,16
"832",831,831,0.052,NA,674,"Quick Wit Belgianesque Ale","Witbier",206,16
"833",832,832,0.055,NA,562,"Sunrise Oatmeal Pale Ale","American Pale Ale (APA)",206,16
"834",833,833,0.088,NA,552,"Cavatica Stout","American Double / Imperial Stout",206,16
"835",834,834,0.051,NA,319,"1811 Lager","American Amber / Red Lager",206,16
"836",835,835,0.074,97,318,"Vortex IPA","American IPA",206,16
"837",836,836,NA,NA,2322,"Fort Pitt Ale","American Amber / Red Ale",151,12
"838",837,837,0.047,19,2661,"Park","American Pale Wheat Ale",4,12
"839",838,838,0.056,16,2660,"Westfalia","American Amber / Red Ale",4,12
"840",839,839,0.046,17,2659,"KSA","Kölsch",4,12
"841",840,840,0.063,42,2658,"Villager","American IPA",4,12
"842",841,841,0.085,50,2625,"Dirty Bastard","Scotch Ale / Wee Heavy",15,12
"843",842,842,0.072,65,1565,"Centennial IPA","American IPA",15,12
"844",843,843,0.047,42,1223,"All Day IPA","American IPA",15,12
"845",844,844,0.076,73,1874,"El Chingon IPA","American IPA",287,12
"846",845,845,0.057,40,1873,"Block Party Robust Porter","American Porter",287,12
"847",846,846,0.052,20,1872,"Local Buzz","American Blonde Ale",287,12
"848",847,847,0.055,NA,2613,"Feel Like Maplin' Love","Oatmeal Stout",22,16
"849",848,848,0.05,NA,2612,"Father's Beer","Belgian Pale Ale",22,16
"850",849,849,0.06,NA,2611,"The 26th","American IPA",22,16
"851",850,850,0.064,90,2610,"The Gadget","American IPA",22,16
"852",851,851,0.04,NA,1657,"Leprechaun Lager","American Pale Lager",348,12
"853",852,852,0.052,17,2309,"Sunbru Kölsch","Kölsch",160,12
"854",853,853,0.06,21,1635,"Kilt Lifter Scottish-Style Ale",NA,160,12
"855",854,854,0.051,NA,1616,"Pumpkin Porter","American Porter",160,12
"856",855,855,0.042,9,1585,"Four Peaks Peach Ale","Fruit / Vegetable Beer",160,12
"857",856,856,0.067,47,358,"Hop Knot IPA","American IPA",160,12
"858",857,857,0.06,21,179,"Kilt Lifter Scottish-Style Ale (2009)","Scottish Ale",160,12
"859",858,858,0.052,NA,178,"Sunbru Kölsch","Kölsch",160,12
"860",859,859,0.06,NA,2428,"Four String Vanilla Porter","American Porter",105,12
"861",860,860,0.05,28,2427,"Suncaster Summer Wheat","American Pale Wheat Ale",105,12
"862",861,861,0.057,36,2425,"Brass Knuckle Pale Ale","American Pale Ale (APA)",105,12
"863",862,862,0.07,70,2424,"Big Star White IPA","American White IPA",105,12
"864",863,863,0.056,NA,1998,"Old Detroit","American Amber / Red Ale",253,12
"865",864,864,0.069,69,1556,"Batch 69 IPA","American IPA",253,12
"866",865,865,0.055,18,1208,"Twisted Helles Summer Lager","Munich Helles Lager",253,12
"867",866,866,0.053,27,2527,"OktoberFiesta",NA,66,12
"868",867,867,0.065,33,2526,"Texicali ","American Brown Ale",66,12
"869",868,868,0.06,NA,2525,"Pinata Protest","Witbier",66,12
"870",869,869,0.042,20,2524,"Bat Outta Helles","Munich Helles Lager",66,12
"871",870,870,0.068,NA,2523,"Original","American Amber / Red Ale",66,12
"872",871,871,0.042,10,2522,"Rye Wit","Witbier",66,12
"873",872,872,0.059,70,2521,"Soul Doubt","American IPA",66,12
"874",873,873,0.044,5,2520,"Yo Soy Un Berliner","Berliner Weissbier",66,12
"875",874,874,0.04,NA,1174,"77 Fremont Select Spring Session IPA","American IPA",460,12
"876",875,875,0.045,NA,1116,"Fremont Organic Pale Ale","American Pale Ale (APA)",460,12
"877",876,876,0.08,NA,994,"Abominable Ale","English Strong Ale",460,12
"878",877,877,0.065,35,901,"Harvest Ale","Saison / Farmhouse Ale",460,12
"879",878,878,0.065,45,875,"Fremont Summer Ale","American Pale Ale (APA)",460,12
"880",879,879,0.056,30,858,"Universale Pale Ale","American Pale Ale (APA)",460,12
"881",880,880,0.065,80,857,"Interurban IPA","American IPA",460,12
"882",881,881,0.053,32,1300,"Gateway Kolsch Style Ale","Kölsch",433,12
"883",882,882,0.07,24,1260,"Wee-Heavy-Er Scotch Ale","Scotch Ale / Wee Heavy",433,12
"884",883,883,0.052,42,1259,"13 Rebels ESB","Extra Special / Strong Bitter (ESB)",433,12
"885",884,884,0.07,73,2254,"Salamander Slam","American IPA",180,16
"886",885,885,0.05,NA,1658,"Cack-A-Lacky","American Pale Ale (APA)",347,12
"887",886,886,0.072,50,2077,"No Wake IPA","American IPA",228,12
"888",887,887,0.049,15,2076,"Boathouse Blonde","American Blonde Ale",228,12
"889",888,888,0.05,26,2075,"Cedar Point","American Amber / Red Ale",228,12
"890",889,889,0.067,70,2426,"Clean Shave IPA","American IPA",106,12
"891",890,890,0.072,75,2045,"Might As Well IPL","American Pale Lager",240,16
"892",891,891,0.058,35,1960,"Saison Pamplemousse","Saison / Farmhouse Ale",240,12
"893",892,892,0.074,74,1777,"2020 IPA","American IPA",240,16
"894",893,893,0.08,70,1698,"Wolf Among Weeds IPA","American IPA",240,16
"895",894,894,0.094,92,1641,"Better Weather IPA","American IPA",240,16
"896",895,895,0.059,60,1490,"Point the Way IPA","American IPA",240,16
"897",896,896,0.046,15,1489,"Golden Road Hefeweizen","Hefeweizen",240,16
"898",897,897,0.068,65,1399,"Heal the Bay IPA","American IPA",240,16
"899",898,898,0.059,60,1296,"Point the Way IPA","American IPA",240,12
"900",899,899,0.05,NA,1034,"Cabrillo Kölsch","Kölsch",240,16
"901",900,900,0.055,20,991,"Get Up Offa That Brown","American Brown Ale",240,16
"902",901,901,0.08,70,750,"Burning Bush Smoked IPA","American IPA",240,16
"903",902,902,0.08,70,749,"Wolf Among Weeds IPA (2012)","American IPA",240,16
"904",903,903,0.059,60,549,"Point the Way IPA (2012)","American IPA",240,16
"905",904,904,0.046,15,548,"Golden Road Hefeweizen (2012)","Hefeweizen",240,16
"906",905,905,0.07,11,2587,"Vanilla Porter","American Porter",39,16
"907",906,906,0.07,70,1109,"Descender IPA","American IPA",464,12
"908",907,907,0.06,18,1108,"Sweet As Pacific Ale","American Pale Wheat Ale",464,12
"909",908,908,0.056,36,1000,"Good People Pale Ale","American Pale Ale (APA)",478,12
"910",909,909,0.093,103,312,"Snake Handler Double IPA","American Double / Imperial IPA",478,12
"911",910,910,0.06,54,311,"Coffee Oatmeal Stout","Oatmeal Stout",478,12
"912",911,911,0.06,64,309,"Good People IPA","American IPA",478,12
"913",912,912,0.058,36,308,"Good People American Brown Ale","American Brown Ale",478,12
"914",913,913,0.055,40,2205,"Mountain Rescue Pale Ale","American Pale Ale (APA)",194,12
"915",914,914,0.059,55,2198,"Goose Island India Pale Ale","American IPA",196,12
"916",915,915,0.054,30,2457,"312 Urban Pale Ale","American Pale Ale (APA)",88,16
"917",916,916,0.054,30,2202,"312 Urban Pale Ale","American Pale Ale (APA)",88,12
"918",917,917,0.042,18,2201,"312 Urban Wheat Ale","American Pale Wheat Ale",88,16
"919",918,918,0.042,18,1829,"312 Urban Wheat Ale","American Pale Wheat Ale",88,12
"920",919,919,0.042,20,581,"312 Urban Wheat Ale (2012)","American Pale Wheat Ale",88,12
"921",920,920,0.052,19,1383,"Beaver Logger","American Pale Lager",420,12
"922",921,921,0.05,NA,477,"White Water Wheat","American Pale Wheat Ale",536,12
"923",922,922,0.052,NA,476,"Grand Canyon American Pilsner","American Pilsner",536,12
"924",923,923,0.054,NA,143,"Grand Canyon Sunset Amber Ale","American Amber / Red Ale",536,12
"925",924,924,NA,NA,142,"Black Iron India Pale Ale","American IPA",536,12
"926",925,925,0.043,21,2129,"Monarch Classic American Wheat","American Pale Wheat Ale",213,12
"927",926,926,0.049,21,2127,"Sir William's English Brown Ale","English Brown Ale",213,12
"928",927,927,0.055,35,2126,"Lakefire Rye Pale Ale","American Pale Ale (APA)",213,12
"929",928,928,0.053,22,2303,"Beer Agent Re-Ignition","American Blonde Ale",165,16
"930",929,929,0.057,18,1990,"Cherry Ale","Fruit / Vegetable Beer",165,16
"931",930,930,0.056,33,1702,"Bourbon Barrel Aged Coconut Porter","American Porter",165,16
"932",931,931,0.062,60,1701,"Great Crescent IPA","American IPA",165,16
"933",932,932,0.057,27,1700,"Aurora Lager","Dortmunder / Export Lager",165,16
"934",933,933,0.053,22,1699,"Great Crescent Blonde Ale","American Blonde Ale",165,16
"935",934,934,0.056,33,1269,"Great Crescent Coconut Porter","American Porter",165,16
"936",935,935,0.057,25,930,"Great Crescent Oktoberfest Lager","Märzen / Oktoberfest",165,16
"937",936,936,0.045,36,649,"Great Crescent Brown Ale","American Brown Ale",165,16
"938",937,937,0.057,18,639,"Cherry Ale (1)","Fruit / Vegetable Beer",165,16
"939",938,938,0.057,27,626,"Aurora Lager (2011)","Dortmunder / Export Lager",165,16
"940",939,939,0.06,25,615,"Frosted Fields Winter Wheat","American Dark Wheat Ale",165,16
"941",940,940,0.051,13,478,"Great Crescent Belgian Style Wit","Witbier",165,16
"942",941,941,0.075,65,455,"Bourbon's Barrel Stout","American Stout",165,16
"943",942,942,0.08,66,442,"Great Crescent Stout","English Stout",165,16
"944",943,943,0.056,33,441,"Great Crescent Coconut Porter (2012)","American Porter",165,16
"945",944,944,0.057,23,440,"Great Crescent Dark Lager","Euro Dark Lager",165,16
"946",945,945,0.042,26,439,"Great Crescent Mild Ale","English Dark Mild Ale",165,16
"947",946,946,0.062,60,436,"Great Crescent IPA (2011)","American IPA",165,16
"948",947,947,0.053,22,389,"Great Crescent Blonde Ale (2011)","American Blonde Ale",165,16
"949",948,948,0.05,NA,2650,"Denver Pale Ale (Artist Series No. 1)","American Pale Ale (APA)",6,12
"950",949,949,0.087,NA,2649,"Hibernation Ale","Old Ale",6,12
"951",950,950,0.061,NA,2648,"Whitewater","American Pale Wheat Ale",6,12
"952",951,951,0.071,NA,2647,"Rumble","American IPA",6,12
"953",952,952,0.083,NA,2646,"Orabelle","Tripel",6,12
"954",953,953,0.05,NA,2645,"Lasso","American IPA",6,12
